File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount,critical
activemq-core/src/main/java/org/apache/activemq/kaha/impl/container/ListContainerImpl.java,0,9,892,8,0,1,1,138,2,11,0,1,2,57,239,1,57,124,181,12,1,9,45,394,124,74,181,585,286,0.41,68,467,8,358,0,57,2,90,2,0,12,2,44,3.789473684,0,15,5.298245614,0,10,2.052631579,1,4,1.016949153,0,7,7,2,348,332,0.635650224,0.714285714,0,2,2,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/container/MapContainerImpl.java,0,9,564,6,0,1,1,81,2,10,0,0,2,38,127,1,38,79,112,3,7,6,35,247,79,44,112,393,187,0.32,44,299,6,221,0,38,2,86,2,0,18,2,32,4.657894737,0,15,4.684210526,1,6,2.105263158,1,5,1.2,0,5,5,2,251,214,0.647163121,0.6,0,2,2,0,FALSE,0,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/DataFile.java,0,3,124,2,11,1,0,20,1,4,0,0,1,16,29,1,16,20,30,0,7,2,5,26,20,16,30,75,25,0.39,20,55,2,35,0,16,1,79,1,0,0,1,7,3.3125,2,7,1.875,1,2,1.1875,1,3,0.421052632,0,3,3,2,46,44,0.508064516,0.666666667,0,2,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/DataItem.java,0,3,101,1,2,1,0,11,1,5,0,2,1,11,45,1,11,11,18,0,3,1,9,15,11,11,18,42,12,1.07,14,30,1,18,0,11,1,60,1,0,0,3,6,3.727272727,1,4,1.363636364,1,1,1,1,0,0,0,2,2,1,21,22,0.534653465,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/DataManagerImpl.java,3,7,406,7,4,1,6,66,2,7,0,0,2,31,108,2,31,61,94,1,10,7,23,139,61,36,99,257,101,0.42,42,200,7,144,0,31,2,89,1,0,9,2,10,3.193548387,1,17,4.419354839,1,7,1.967741935,1,3,0.882352941,0,7,7,2,269,225,0.729064039,0.571428571,0,2,2,0,FALSE,0,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/Item.java,0,0,30,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,7,0,5,0,0,5,0,0,7,8,0,2.62,1,7,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,12,13,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/RedoListener.java,0,1,26,1,1,1,0,1,1,1,0,0,1,1,16,1,1,1,4,0,0,1,0,0,1,1,4,5,0,3.2,5,4,1,3,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,2,0.884615385,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/SyncDataFileReader.java,0,6,75,1,1,1,0,3,1,9,0,2,1,3,40,1,3,3,16,0,2,1,2,13,3,3,16,29,9,1.38,7,25,1,21,0,3,1,16,1,0,6,1,6,3.666666667,2,9,7,4,1,1,1,0,0,0,2,2,1,23,18,0.64,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/SyncDataFileWriter.java,0,9,115,2,1,1,0,7,1,12,0,2,1,5,46,1,5,6,23,0,2,3,4,36,6,5,21,58,28,0.79,13,49,2,42,0,5,1,40,1,0,5,1,8,4.6,1,17,8.4,0,2,1.2,1,1,0.428571429,0,3,3,1,50,43,0.730434783,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/DataManager.java,0,1,55,1,14,1,0,14,1,1,0,0,1,14,16,1,14,14,20,0,0,1,0,0,14,14,20,21,0,0.76,18,20,1,19,0,14,1,0,0,2,3,0,5,1.857142857,0,1,0.428571429,0,1,1,1,4,0.235294118,0,2,2,1,31,18,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/BadMagicException.java,0,3,48,1,0,1,1,2,1,7,0,4,1,2,33,1,2,2,6,0,0,1,2,3,2,2,6,11,2,3,4,8,1,5,0,2,1,100,2,0,0,1,2,1.5,1,1,1,1,1,1,1,3,0.6,0,2,2,1,7,7,0.5625,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/DiskIndexLinkedList.java,1,7,356,5,0,1,0,69,2,13,0,5,2,23,138,1,23,53,40,0,4,7,22,107,53,26,42,192,93,0.72,26,135,5,81,0,23,3,58,1,0,4,2,8,2.913043478,0,7,2.869565217,1,8,2.913043478,1,3,1.12,0,6,6,2,191,173,0.862359551,0.5,0,2,2,0,FALSE,0,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashBin.java,10,9,306,6,10,2,1,49,2,10,0,0,2,24,32,1,24,48,82,0,5,6,4,159,48,39,85,244,105,0.13,30,190,6,134,0,24,2,78,1,0,4,1,7,2.916666667,0,10,3.5,0,12,2.333333333,1,5,1.148148148,0,7,7,3,240,234,0.526143791,0.571428571,0,3,3,0,TRUE,1,TRUE,5,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashEntry.java,0,3,100,2,7,1,1,12,1,5,0,1,1,11,33,1,11,12,22,0,2,2,4,21,12,11,22,53,17,0.62,14,39,2,26,0,11,1,57,1,0,1,2,6,2.909090909,1,4,1.818181818,1,2,1.090909091,1,1,0.230769231,0,3,3,2,41,39,0.6,0.666666667,0,2,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashIndex.java,7,7,451,7,10,1,5,69,2,8,2,1,2,38,66,1,38,67,100,0,21,7,21,204,67,38,99,343,170,0.19,42,269,7,203,0,36,2,91,1,0,10,2,18,3.921052632,0,28,4.526315789,1,11,1.815789474,1,5,0.9,0,8,8,2,231,215,0.614190687,0.625,0,2,2,0,FALSE,0,TRUE,4,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashPage.java,0,4,241,2,30,1,2,38,1,4,0,0,1,34,45,1,34,38,60,0,7,2,4,68,38,34,63,156,58,0.29,40,121,2,80,0,34,1,85,1,0,2,1,11,3,1,7,1.970588235,1,2,1.117647059,1,1,0.166666667,0,8,8,3,126,132,0.580912863,0.5,0,3,3,0,FALSE,0,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashPageInfo.java,0,4,112,3,13,1,0,17,1,5,0,0,1,13,33,1,13,17,22,0,5,3,0,24,17,13,22,63,23,0.52,16,45,3,27,0,13,1,67,1,0,3,1,7,3.230769231,1,4,1.769230769,1,3,1.307692308,1,2,0.533333333,0,2,2,1,44,42,0.607142857,1,0,2,1,0,FALSE,0,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/Index.java,0,1,93,1,9,1,0,9,1,6,0,5,1,9,67,1,9,9,14,0,0,1,0,0,9,9,14,15,0,4.47,11,14,1,13,0,9,1,0,0,3,2,0,3,1.555555556,1,1,0.444444444,0,1,1,1,0,0,0,2,2,1,39,37,0.591397849,1,0,2,1,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/IndexItem.java,0,4,325,2,10,1,2,38,1,7,0,2,1,33,106,1,33,36,62,0,12,4,23,94,36,33,61,177,78,0.6,42,139,2,102,0,33,1,83,1,0,3,3,21,5.787878788,1,14,2.515151515,1,2,1.090909091,1,1,0.142857143,0,2,2,1,101,101,0.566153846,1,0,2,1,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/IndexLinkedList.java,0,1,199,1,21,1,0,21,1,7,0,6,1,21,151,1,21,21,24,0,0,1,0,0,21,21,24,25,0,6.04,23,24,1,23,0,21,1,0,0,2,2,0,37,8.80952381,1,1,0.714285714,0,1,1,1,0,0,0,4,4,2,67,51,0.618090452,0.75,0,2,2,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/IndexManager.java,1,7,203,4,1,1,2,32,2,7,0,0,2,18,22,1,18,30,47,1,13,4,15,87,30,18,47,159,77,0.14,22,124,4,93,0,18,2,81,1,0,6,1,19,6.444444444,1,20,4.222222222,1,4,1.666666667,1,3,0.9,0,9,9,2,113,102,0.512315271,0.777777778,0,2,2,0,FALSE,0,TRUE,3,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/RedoStoreIndexItem.java,0,3,102,1,0,1,2,14,1,3,0,0,1,14,18,2,14,14,29,0,3,1,14,25,14,14,30,65,19,0.28,19,49,1,34,0,14,1,78,1,0,2,2,5,2,1,5,1.714285714,1,1,1,1,0,0,0,2,2,1,15,9,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/StoreIndexReader.java,0,7,62,2,2,1,0,4,1,8,0,1,1,3,26,1,3,4,12,1,3,2,0,15,4,3,12,30,13,0.87,6,25,2,20,0,3,1,11,1,0,2,1,6,4.666666667,2,7,5.333333333,4,2,1.333333333,1,1,0.6,0,2,2,1,13,13,0.548387097,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/StoreIndexWriter.java,0,6,84,2,3,1,0,7,1,8,0,1,1,5,26,1,5,7,17,0,4,2,2,23,7,5,17,45,20,0.58,13,37,2,29,0,5,1,35,1,0,4,1,8,5.2,1,8,5.8,2,2,1.4,1,1,0.571428571,0,2,2,1,18,18,0.642857143,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree/TreeEntry.java,0,4,146,2,13,1,1,19,1,5,0,1,1,17,45,1,17,18,30,0,4,2,4,36,18,17,30,80,30,0.56,21,60,2,41,0,17,1,62,1,0,1,2,11,5.058823529,1,6,1.823529412,1,2,1.058823529,1,6,0.45,0,4,4,2,60,60,0.602739726,0.75,0,2,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree/TreeIndex.java,4,8,416,8,9,1,4,65,2,9,0,1,2,33,62,1,33,62,90,1,20,9,19,190,62,33,89,317,160,0.2,37,249,8,188,0,33,2,89,1,0,9,2,15,4.03030303,0,31,4.909090909,1,12,2.03030303,1,5,0.971428571,0,6,6,2,178,175,0.591346154,0.833333333,0,2,2,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree/TreePage.java,21,9,762,16,33,1,2,167,2,10,0,0,2,60,67,2,62,150,173,1,10,20,7,409,150,70,181,628,297,0.11,68,478,16,324,0,62,3,100,1,0,5,1,12,4.193548387,0,29,4.112903226,1,324,7.967741935,0,6,0.969230769,0,5,5,2,455,439,0.49343832,0.8,0,3,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree/TreePageEntry.java,0,3,93,1,5,1,0,9,1,6,0,2,1,9,45,1,9,9,15,0,4,1,4,13,9,9,15,37,12,1.22,11,27,1,17,0,9,1,66,1,0,3,1,5,2.222222222,1,5,1.444444444,1,1,1,1,0,0,0,2,2,1,34,36,0.634408602,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/VMIndex.java,0,4,126,3,0,1,1,14,1,7,0,3,1,10,54,1,10,14,25,0,2,3,10,24,14,10,25,60,18,0.9,12,43,3,28,0,10,1,63,1,0,4,2,5,1.9,0,4,1.6,0,3,1.4,1,2,0.666666667,0,2,2,1,45,43,0.666666667,1,0,2,1,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/VMIndexLinkedList.java,1,5,293,5,0,1,0,42,2,5,0,0,2,25,130,1,25,40,36,0,2,6,24,67,40,27,40,135,64,0.96,28,104,5,66,0,25,2,42,1,0,2,3,8,2.8,1,4,1.8,1,8,1.6,1,2,0.518518519,0,7,7,2,184,135,0.580204778,0.571428571,0,2,2,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/IndexRootContainer.java,0,12,135,7,6,1,2,17,3,12,0,0,3,6,22,1,6,17,45,0,5,7,0,59,17,6,45,98,39,0.22,15,84,7,71,0,6,3,52,1,0,9,1,11,8,4,15,8.166666667,2,5,2.166666667,1,2,1.125,0,5,5,1,60,65,0.548148148,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/KahaStore.java,6,8,578,8,0,1,4,103,2,8,0,0,2,50,64,2,50,96,164,0,18,8,44,265,96,50,176,453,184,0.14,63,360,8,277,0,50,2,92,1,0,16,2,17,3.64,1,23,4.9,1,35,2.66,1,4,0.754716981,0,12,12,2,359,352,0.534602076,0.583333333,0,2,2,0,FALSE,0,TRUE,4,0
activemq-core/src/main/java/org/apache/activemq/kaha/impl/StoreLockedExcpetion.java,0,2,42,1,0,1,1,2,1,5,0,3,1,2,27,1,2,2,6,0,0,1,2,2,2,2,6,10,1,2.7,5,7,1,4,0,2,1,100,2,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,2,2,1,9,12,0.785714286,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/ListContainer.java,0,1,186,1,21,1,0,21,1,6,0,5,1,21,137,1,21,21,25,0,0,1,0,0,21,21,25,26,0,5.27,23,25,1,24,0,21,1,0,2,1,2,1,12,2.857142857,0,1,0.714285714,0,1,1,1,0,0,0,2,2,1,56,48,0.704301075,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/MapContainer.java,0,1,261,1,34,1,0,34,1,5,0,4,1,34,182,1,34,34,39,0,0,1,0,0,34,34,39,40,0,4.55,39,39,1,38,0,34,1,0,2,1,2,1,14,4.117647059,0,1,0.705882353,0,1,1,1,0,0,0,4,4,2,152,109,0.544061303,0.75,0,2,2,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/kaha/Marshaller.java,0,1,49,1,2,1,0,2,1,7,0,6,1,2,33,1,2,2,7,0,0,1,0,0,2,2,7,8,0,4.12,8,7,1,6,0,2,1,0,1,15,0,1,6,5,4,1,0.5,0,1,1,1,0,0,0,2,2,1,3,4,0.673469388,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/MessageIdMarshaller.java,0,3,51,1,0,1,0,2,1,10,0,7,1,2,35,1,2,2,8,0,0,1,2,2,2,2,8,13,2,2.69,3,10,1,7,0,2,1,0,1,0,1,2,2,1.5,1,3,2.5,2,1,1,1,0,0,0,2,2,1,4,4,0.921568627,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/MessageMarshaller.java,0,4,70,1,0,1,0,3,1,11,0,6,1,3,40,1,3,3,15,0,1,1,3,8,3,3,15,24,5,1.67,6,20,1,16,0,3,1,0,1,0,3,2,6,3.333333333,2,5,3.333333333,2,1,1,1,0,0,0,2,2,1,11,8,0.842857143,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/ObjectMarshaller.java,0,10,70,2,0,1,0,3,2,17,0,7,2,2,35,1,2,3,18,0,0,2,2,16,3,2,18,31,8,1.13,4,26,2,22,0,2,2,0,1,0,0,2,3,2.5,2,5,5,5,2,1.5,1,1,0.75,0,2,2,1,26,24,0.628571429,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/RuntimeStoreException.java,0,3,63,1,0,1,1,4,1,7,0,4,1,4,40,1,4,4,7,0,0,1,4,5,4,4,7,16,4,2.5,7,11,1,6,0,4,1,100,2,0,0,1,2,1.25,0,1,1,1,1,1,1,0,0,0,2,2,1,16,16,0.53968254,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/Store.java,0,1,279,1,26,1,0,28,1,6,0,5,1,28,203,1,28,28,38,0,6,1,2,6,28,28,38,39,0,5.21,37,38,1,37,0,28,1,100,0,1,9,0,15,2.321428571,0,1,0.607142857,0,1,1,1,0,0,0,7,7,2,99,85,0.724014337,0.571428571,0,2,2,0,FALSE,0,TRUE,3,0
activemq-core/src/main/java/org/apache/activemq/kaha/StoreEntry.java,0,1,58,1,9,1,0,9,1,2,0,1,1,9,36,1,9,9,11,0,0,1,0,0,9,9,11,12,0,3,10,11,1,10,0,9,1,0,0,1,1,0,5,1.666666667,0,1,1,1,1,1,1,0,0,0,3,3,1,15,16,0.724137931,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/StoreFactory.java,1,3,109,1,0,1,0,7,1,9,6,6,1,7,68,1,7,7,15,0,0,1,6,8,7,7,15,29,6,2.34,12,21,1,13,0,1,1,0,1,0,2,1,9,4.428571429,0,3,2.142857143,1,1,1,1,0,0,0,6,6,2,69,13,0.844036697,0.833333333,0,2,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/StoreLocation.java,0,1,40,1,3,1,0,3,1,4,0,3,1,3,30,1,3,3,5,0,0,1,0,0,3,3,5,6,0,5,4,5,1,4,0,3,1,0,0,2,0,0,4,4,4,1,1,1,1,1,1,0,0,0,2,2,1,16,18,0.575,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/kaha/StringMarshaller.java,0,3,50,1,0,1,0,2,1,10,0,7,1,2,35,1,2,2,7,0,0,1,2,2,2,2,7,12,2,2.92,3,9,1,6,0,2,1,0,1,0,0,2,2,1.5,1,2,1.5,1,1,1,1,0,0,0,2,2,1,4,4,0.62,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/LocalTransactionEventListener.java,0,1,29,1,3,1,0,3,1,1,0,0,1,3,19,1,3,3,5,0,0,1,0,0,3,3,5,6,0,3.17,4,5,1,4,0,3,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,1,4,5,0.379310345,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/BoundaryStatisticImpl.java,0,4,50,1,0,1,0,4,1,4,0,0,1,4,21,1,4,4,8,1,2,1,3,10,4,4,8,23,10,0.91,6,18,1,13,0,4,1,25,2,0,0,1,6,3.25,2,4,2.25,1,1,1,1,2,0.285714286,0,1,1,1,1,2,0.68,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/BoundedRangeStatisticImpl.java,0,4,50,1,0,1,0,4,1,4,0,0,1,4,21,1,4,4,8,1,2,1,3,10,4,4,8,23,10,0.91,6,18,1,13,0,4,1,25,3,0,0,1,6,3.25,2,4,2.25,1,1,1,1,0,0,0,1,1,1,1,2,0.68,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/CountStatisticImpl.java,0,5,138,3,0,1,0,25,2,6,0,0,2,15,29,1,15,25,25,1,2,3,14,43,25,15,25,89,38,0.33,20,63,3,37,0,15,2,43,2,0,0,2,18,6.066666667,1,4,2.6,1,3,1.666666667,1,2,0.823529412,0,4,4,1,56,54,0.492753623,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JCAConnectionPoolStatsImpl.java,0,4,67,1,0,1,0,6,1,5,0,0,1,6,22,1,6,6,15,0,5,1,6,14,6,6,13,36,14,0.61,9,27,1,20,0,6,1,66,4,0,4,1,9,2.333333333,1,8,2.166666667,1,1,1,1,0,0,0,1,1,1,5,5,0.701492537,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JCAConnectionStatsImpl.java,0,4,58,1,0,1,0,5,1,4,0,0,1,5,22,1,5,5,11,0,4,1,5,10,5,5,11,27,10,0.81,9,21,1,15,0,5,1,60,3,1,1,1,5,1.8,1,6,2,1,1,1,1,0,0,0,1,1,1,1,2,0.724137931,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JCAStatsImpl.java,0,3,43,1,0,1,0,3,1,3,0,0,1,3,21,1,3,3,7,0,2,1,3,4,3,3,7,15,4,1.4,7,11,1,7,0,3,1,33,3,0,2,1,2,1.333333333,1,3,1.666666667,1,1,1,1,0,0,0,1,1,1,1,2,0.627906977,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JMSConnectionStatsImpl.java,0,9,111,3,0,1,0,13,2,10,0,0,2,7,25,1,7,13,26,0,2,3,7,47,13,7,31,75,40,0.33,11,71,3,57,0,7,2,71,3,0,3,1,6,3.142857143,1,7,3.428571429,1,3,1.857142857,1,2,1.111111111,0,3,3,1,13,12,0.666666667,1,0,4,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JMSConsumerStatsImpl.java,0,6,71,2,0,1,0,6,1,7,0,0,1,5,21,1,5,6,12,0,1,2,5,22,6,5,11,40,21,0.53,10,32,2,25,0,5,1,0,4,0,4,1,6,2.8,1,6,3.6,1,2,1.2,1,1,0.428571429,0,1,1,1,3,3,0.732394366,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JMSEndpointStatsImpl.java,0,7,173,2,0,1,1,19,1,8,0,0,1,14,37,1,14,17,35,2,5,3,12,70,17,14,34,117,59,0.32,19,93,2,75,0,14,1,59,3,2,4,1,8,4,1,9,3,1,2,1.214285714,1,1,0.3125,0,2,2,1,21,23,0.751445087,1,0,2,1,2,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JMSProducerStatsImpl.java,0,6,71,2,0,1,0,6,1,7,0,0,1,5,21,1,5,6,12,0,1,2,5,22,6,5,11,40,21,0.53,10,32,2,25,0,5,1,0,4,0,4,1,6,2.8,1,6,3.6,1,2,1.2,1,1,0.428571429,0,1,1,1,3,3,0.732394366,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JMSSessionStatsImpl.java,0,10,230,5,0,1,0,27,2,11,0,0,2,15,27,1,15,27,50,0,8,5,15,122,27,15,60,179,107,0.15,24,167,5,139,0,15,2,75,3,0,8,1,9,3.8,1,12,3.2,1,9,2.266666667,1,2,0.647058824,0,3,3,1,25,19,0.760869565,1,0,2,1,2,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/JMSStatsImpl.java,0,6,82,2,0,1,0,9,2,7,0,0,2,6,24,1,6,9,21,0,1,2,6,26,9,6,24,48,20,0.5,10,44,2,34,0,6,2,50,3,0,3,1,4,2.5,0,7,2.666666667,1,2,1.5,1,1,0.625,0,3,3,1,11,12,0.56097561,1,0,4,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/PollCountStatisticImpl.java,2,5,116,3,0,1,0,18,2,6,0,0,2,11,29,1,11,18,25,1,2,3,8,33,18,11,26,71,27,0.41,16,53,3,35,0,11,2,77,2,0,0,2,6,2.818181818,0,4,2.727272727,1,4,1.727272727,1,1,0.538461538,0,4,4,1,39,33,0.594827586,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/RangeStatisticImpl.java,0,5,73,3,0,1,0,10,1,5,0,0,1,7,21,1,7,9,12,1,3,4,6,21,9,7,12,43,21,0.49,9,33,3,23,0,7,1,42,2,1,0,1,5,3,1,4,2.285714286,1,4,1.428571429,1,1,0.333333333,0,1,1,1,1,2,0.780821918,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/Resettable.java,0,1,30,1,1,1,0,1,1,4,0,3,1,1,24,1,1,1,3,0,0,1,0,0,1,1,3,4,0,6,2,3,1,2,0,1,1,0,0,2,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,1,2,3,0.433333333,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/StatisticImpl.java,0,4,109,1,0,1,0,12,1,5,0,0,1,12,29,1,12,12,22,2,6,1,10,29,12,12,22,63,28,0.46,17,50,1,37,0,12,1,72,1,6,0,3,13,6.166666667,2,7,2,1,1,1,1,0,0,0,2,2,1,13,13,0.651376147,1,0,4,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/StatsCapable.java,0,1,31,1,1,1,0,1,1,4,0,3,1,1,24,1,1,1,3,0,0,1,0,0,1,1,3,4,0,6,3,3,1,2,0,1,1,0,0,5,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,1,2,3,0.451612903,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/StatsImpl.java,0,5,73,3,0,1,0,9,1,5,0,0,1,7,21,1,7,9,21,1,1,3,6,20,9,7,22,43,13,0.49,9,35,3,25,0,7,1,28,2,9,0,3,10,3.428571429,0,4,2.571428571,1,3,1.285714286,1,2,0.666666667,0,4,4,1,13,14,0.630136986,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/management/TimeStatisticImpl.java,0,6,172,4,0,1,0,24,1,7,0,1,1,16,45,1,16,23,29,1,5,5,15,59,23,16,29,106,53,0.42,21,82,4,58,0,16,2,67,2,0,0,1,7,3.4375,1,7,2.25,1,8,1.6875,1,1,0.388888889,0,1,1,1,1,2,0.906976744,1,0,1,1,2,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/memory/buffer/MessageBuffer.java,0,1,45,1,4,1,0,4,1,3,0,2,1,4,31,1,4,4,6,0,0,1,0,0,4,4,6,7,0,4.43,7,6,1,5,0,4,1,0,0,2,1,0,2,1.75,1,1,0.5,0,1,1,1,2,0.285714286,0,2,2,1,5,6,0.555555556,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/memory/buffer/MessageQueue.java,0,6,119,2,0,1,0,12,1,6,0,0,1,10,25,1,10,12,31,0,5,2,10,37,12,10,32,79,28,0.32,15,60,2,41,0,10,1,54,1,0,4,1,7,4.2,2,5,2.6,1,2,1.2,1,1,0.333333333,0,3,3,1,10,11,0.798319328,1,0,3,1,0,FALSE,0,FALSE,0,0
